run_id,n,saliency_mask_iou,pointing_game_hit_rate,lesion_background_saliency_ratio,generated_saliency_maps,missing_image_count,saliency_failure_count,first_saliency_error
oncoderm_mambax_b4_lpah_mask_aux_seed42_20260707_002051,200,0.5229188082844071,0.955,34.45004330158233,200,0,0,
oncoderm_mambax_b6_full_seed42_20260707_004712,200,0.5232957921396152,0.975,10.710956267118455,200,0,0,
