system_id,brier,ece,nll
b2_seed_ensemble,0.017365799924369,0.0169755734462788,0.2173670106451089
b6_seed_ensemble,0.0172191520992349,0.016481446361119,0.1982265930484257
b2_b6_all6,0.0169653785364021,0.0158031667174543,0.193786076589799
