model_id,Setting,Model,run_seed,split_seed,project_seed,run_id,run_dir,candidate_count_for_model_seed,config_path,checkpoint_best_exists,checkpoint_last_exists,metrics_val_exists,metrics_test_exists,CSSA,LPAH_Mask_Aux,CMGF_Metadata,Melanoma_Head,Multi_Task,Metadata_Input,Mask_Aux_Data,Backbone,Pretrained,SSM_Backend,Inference_Requires_Mask,Acc,BAcc,Macro-F1,Macro-AUC,Internal Mel-AUC,Mel-Sens,External Mel-AUC,External PR-AUC,External Sensitivity,External Specificity,External Brier,External ECE,External Drop,temperature,ece_before,ece_after,brier_before,brier_after,nll_before,nll_after,mask_n,saliency_mask_iou,pointing_game_hit_rate,lesion_background_saliency_ratio,Params,FLOPs,model_size_mb,latency_ms_b1,throughput_img_s,peak_mem_mb
b2,B2 + CMGF metadata,oncoderm_mambax_b2_metadata_cmgf,42,42,42,oncoderm_mambax_b2_metadata_cmgf_seed42_20260706_234933,outputs/runs/oncoderm_mambax_b2_metadata_cmgf_seed42_20260706_234933,1,outputs/runs/oncoderm_mambax_b2_metadata_cmgf_seed42_20260706_234933/config.yaml,True,True,True,True,False,False,True,True,True,True,False,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8631578947368421,0.7812281035553224,0.7681201758144836,0.9673008015076612,0.9300076002117812,0.6666666666666666,0.8012813577901013,0.1539879332902385,0.2311643835616438,0.9861717165509188,0.0183978863060474,0.0182350039558809,0.1287262424216798,3.1033918857574463,0.1226557123229691,0.0884641270888478,0.255904467902092,0.2232438406270749,1.6354656219482422,0.5847827196121216,100.0,0.4997672955739481,0.83,18.08328342676163,32010026,4484499584.0,344.0683622360229,4.19419527053833,6869.07255459155,1154.3818359375
b2,B2 + CMGF metadata,oncoderm_mambax_b2_metadata_cmgf,2024,42,2024,oncoderm_mambax_b2_metadata_cmgf_seed2024_20260708_160522,outputs/runs/oncoderm_mambax_b2_metadata_cmgf_seed2024_20260708_160522,1,outputs/runs/oncoderm_mambax_b2_metadata_cmgf_seed2024_20260708_160522/config.yaml,True,True,True,True,False,False,True,True,True,True,False,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8546052631578948,0.7406614543194588,0.740193483733551,0.9621483105469852,0.9278385510068146,0.6724137931034483,0.7759888064570717,0.1235448573330696,0.2465753424657534,0.9762153524675804,0.0189898777753114,0.0190073299543938,0.1518497445497428,2.98293685913086,0.126709575421716,0.0843750390959413,0.266534326369939,0.2301059152456497,1.482984185218811,0.5684240460395813,,,,,32010026,4484499584.0,344.0684232711792,4.041733741760254,6867.645560656147,1035.4228515625
b2,B2 + CMGF metadata,oncoderm_mambax_b2_metadata_cmgf,3407,42,3407,oncoderm_mambax_b2_metadata_cmgf_seed3407_20260708_230453,outputs/runs/oncoderm_mambax_b2_metadata_cmgf_seed3407_20260708_230453,1,outputs/runs/oncoderm_mambax_b2_metadata_cmgf_seed3407_20260708_230453/config.yaml,True,True,True,True,False,False,True,True,True,True,False,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8664473684210526,0.7985867603685293,0.8053455015241255,0.9611842778996056,0.9156013560827314,0.6206896551724138,0.7190269076927351,0.1190879248904624,0.2431506849315068,0.9690246450740582,0.0186276491731405,0.0185834193521353,0.1965744483899962,3.1141250133514404,0.1164995116034621,0.0813327411287709,0.243054072296292,0.2182725957798985,1.6780413389205933,0.6034600734710693,,,,,32010026,4484499584.0,344.0684232711792,4.015402793884277,6844.019693079631,1035.4228515625
b4,B4 + LPAH mask aux,oncoderm_mambax_b4_lpah_mask_aux,42,42,42,oncoderm_mambax_b4_lpah_mask_aux_seed42_20260707_002051,outputs/runs/oncoderm_mambax_b4_lpah_mask_aux_seed42_20260707_002051,1,outputs/runs/oncoderm_mambax_b4_lpah_mask_aux_seed42_20260707_002051/config.yaml,True,True,True,True,False,True,False,True,True,False,True,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8598684210526316,0.7933500885335895,0.7787540142920333,0.9505908143606056,0.901831309456713,0.6494252873563219,0.7593925773899778,0.1146373352816097,0.3424657534246575,0.9603281912605248,0.0210247263312339,0.0211558605632231,0.1424387320667351,3.046419382095337,0.1258922450440494,0.0883333557530453,0.2605721793408112,0.2310898528707679,1.6830401420593262,0.6167217493057251,100.0,0.4988443594774265,0.92,27.408058223724364,31367914,4614009216.0,356.97344493865967,4.091594219207764,6819.566420256417,1165.22998046875
b4,B4 + LPAH mask aux,oncoderm_mambax_b4_lpah_mask_aux,2024,42,2024,oncoderm_mambax_b4_lpah_mask_aux_seed2024_20260708_161720,outputs/runs/oncoderm_mambax_b4_lpah_mask_aux_seed2024_20260708_161720,1,outputs/runs/oncoderm_mambax_b4_lpah_mask_aux_seed2024_20260708_161720/config.yaml,True,True,True,True,False,True,False,True,True,False,True,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8532894736842105,0.8036293874415948,0.760303512792252,0.9515329848565198,0.91068897200731,0.6149425287356322,0.6841393798362159,0.0765815824896663,0.2003424657534246,0.967887652879356,0.0227066483348608,0.0231618031580856,0.226549592171094,2.72631311416626,0.123535393452958,0.0686170273117328,0.2638723285487108,0.2371596606672887,1.3870443105697632,0.5970006585121155,,,,,31367914,4614009216.0,356.9735059738159,4.018187522888184,6787.3715936458975,1046.05224609375
b4,B4 + LPAH mask aux,oncoderm_mambax_b4_lpah_mask_aux,3407,42,3407,oncoderm_mambax_b4_lpah_mask_aux_seed3407_20260708_231729,outputs/runs/oncoderm_mambax_b4_lpah_mask_aux_seed3407_20260708_231729,1,outputs/runs/oncoderm_mambax_b4_lpah_mask_aux_seed3407_20260708_231729/config.yaml,True,True,True,True,False,True,False,True,True,False,True,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8460526315789474,0.7421414783746381,0.7572956394570712,0.9548124993959766,0.9149672934706496,0.5977011494252874,0.7252808909539874,0.0995725533941214,0.4178082191780822,0.9075041484850348,0.0272661950439214,0.028371913605949,0.1896864025166621,2.2290148735046387,0.1117089031754355,0.0501827383708012,0.2603368848325553,0.2330906993822484,0.8757173418998718,0.5111529231071472,,,,,31367914,4614009216.0,356.9735059738159,3.998637199401856,6774.507493498317,1046.05224609375
b6,B6 full OncoDerm-MambaX,oncoderm_mambax_b6_full,42,42,42,oncoderm_mambax_b6_full_seed42_20260707_004712,outputs/runs/oncoderm_mambax_b6_full_seed42_20260707_004712,1,outputs/runs/oncoderm_mambax_b6_full_seed42_20260707_004712/config.yaml,True,True,True,True,True,True,True,True,True,True,True,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8572368421052632,0.7751444133371547,0.7625919455011364,0.9647694598694702,0.9301335587778176,0.6839080459770115,0.7863278161920149,0.131588448318782,0.1335616438356164,0.9941306619138344,0.0179754942655563,0.0177626343357244,0.1438057425858027,2.784980535507202,0.1235323647135182,0.0665544337544001,0.2573370770504497,0.2184993372720003,1.1665303707122805,0.5060900449752808,100.0,0.4996529439050977,0.98,11.860988290309908,33431726,5331094144.0,382.89943981170654,5.493628978729248,5855.080083382429,1323.19384765625
b6,B6 full OncoDerm-MambaX,oncoderm_mambax_b6_full,2024,42,2024,oncoderm_mambax_b6_full_seed2024_20260708_163051,outputs/runs/oncoderm_mambax_b6_full_seed2024_20260708_163051,1,outputs/runs/oncoderm_mambax_b6_full_seed2024_20260708_163051/config.yaml,True,True,True,True,True,True,True,True,True,True,True,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8493421052631579,0.785812165931137,0.7544192826337269,0.9606993010391937,0.9225333469966356,0.603448275862069,0.7950372405986617,0.1227476209644284,0.2893835616438356,0.9709298752381538,0.0198672860860824,0.019744382248117,0.1274961063979738,3.0574471950531006,0.1360199956321403,0.0950753904879092,0.2754847391867229,0.2366131716359278,1.6834204196929932,0.6162806153297424,,,,,33431726,5331094144.0,382.89943981170654,5.376482009887695,5839.708470831529,1207.39111328125
b6,B6 full OncoDerm-MambaX,oncoderm_mambax_b6_full,3407,42,3407,oncoderm_mambax_b6_full_seed3407_20260708_232735,outputs/runs/oncoderm_mambax_b6_full_seed3407_20260708_232735,1,outputs/runs/oncoderm_mambax_b6_full_seed3407_20260708_232735/config.yaml,True,True,True,True,True,True,True,True,True,True,True,convnext_tiny,True,torch_fallback_conv1d_scan,False,0.8473684210526315,0.7391823498431929,0.7268548414853387,0.9678756982499118,0.938978411982716,0.7183908045977011,0.7894437841339708,0.1274353036777501,0.0890410958904109,0.9961280806342572,0.0177924465388059,0.0174755050399691,0.1495346278487451,2.397735357284546,0.1168985307020576,0.055103690000741,0.261861540892545,0.2272601059761287,0.901275634765625,0.4821755290031433,,,,,33431726,5331094144.0,382.89943981170654,5.408923625946045,5827.802414093603,1206.2392578125
