run_id,input_size,precision,batch_size_latency,batch_size_throughput,warmup_iters,measure_iters,params,flops,model_size_mb,latency_ms_b1,throughput_img_s,peak_mem_mb
oncoderm_mambax_b1_melanoma_head_seed42_20260706_233528,224,amp,1,64,30,100,31367914,4483858944.0,336.7105131149292,3.818674087524414,6914.064837841005,1025.0400390625
swin_tiny_seed42_20260630_183731,224,amp,1,64,30,100,27524737,4371089184.0,315.2101697921753,6.22112512588501,5073.473547333565,1232.8974609375
oncoderm_mambax_b2_metadata_cmgf_seed42_20260706_234933,224,amp,1,64,30,100,32010026,4484499584.0,344.0683622360229,4.2572760581970215,6855.16535135871,1035.4228515625
oncoderm_mambax_b4_lpah_mask_aux_seed42_20260707_002051,224,amp,1,64,30,100,31367914,4614009216.0,356.97344493865967,4.179489612579346,6802.869701957594,1045.30224609375
oncoderm_mambax_b6_full_seed42_20260707_004712,224,amp,1,64,30,100,33431726,5331094144.0,382.89943981170654,5.656552314758301,5831.039406233565,1080.71337890625
efficientnet_b0_seed42_20260630_182749,224,amp,1,64,30,100,4016515,384607712.0,46.43376445770264,4.317190647125244,13818.53755968238,478.31494140625
dermamamba_architecture_faithful_seed42_20260817_022043,224,amp,1,64,30,100,54023851,8601574599.0,618.8194828033447,88.74530553817749,717.6717632366015,1632.32080078125
oncoderm_mambax_b6m_true_mamba_seed42_20260817_101450,224,amp,1,64,30,100,33567276,5291605632.0,384.4372968673706,5.602953433990479,5992.034058115946,1082.76806640625
oncoderm_mambax_b6_full_crosssplit2024_seed42_20260817_103409,224,amp,1,64,30,100,33431726,5331094144.0,382.89956188201904,5.544900894165039,5825.881162079391,1080.71337890625
